"","x"
"1",0.383101650793105
"2",-0.847003332246095
"3",0.64179718689993
"4",-0.250372383650392
"5",0.536729233432561
"6",0.079850862082094
"7",1.13376542972401
"8",-0.938635520637035
"9",-0.0850441111251712
"10",0.26930972142145
"11",0.837037239596248
"12",-0.251353004481644
"13",0.00537529215216637
"14",0.245444579515606
"15",0.35544532071799
"16",-0.562540548946708
"17",0.798939890787005
"18",-0.905861121602356
"19",-0.996807079296559
"20",-0.260873550083488
"21",0.0540896433405578
"22",-0.114664824958891
"23",0.72658145846799
"24",-0.926775613799691
"25",0.506290863733739
"26",-0.395041886996478
"27",-0.130061177816242
"28",0.217798930127174
"29",-0.810261710546911
"30",0.933711511082947
"31",-0.371124963555485
"32",0.534121359791607
"33",-1.06422235155478
"34",0.47529911166057
"35",-0.398922220710665
"36",-0.747259674314409
