0 0
1 0.0007867135351806629
2 0.001977941980784112
3 0.003370661551821834
4 0.005107939798224715
5 0.006918122100100637
6 0.009707399797946615
7 0.0115341086341391
8 0.014173493498540432
9 0.01756778134643464
10 0.020264093331193653
11 0.02362738458484755
12 0.026704436591175554
13 0.030432370767185232
14 0.033684787634226776
15 0.037478717547510226
16 0.04169697285670984
17 0.045615661844018086
18 0.051150484794004664
19 0.05742326328175681
20 0.060337222892490765
21 0.06444100547394008
22 0.06853577640863785
23 0.07364886400772563
24 0.07797666628217491
25 0.08051963704983309
26 0.09007293753647654
27 0.094738386230976
28 0.09993067457555332
29 0.10403498772506442
30 0.11048412032305084
31 0.11591194705149203
32 0.11978150313113142
33 0.13056492110580276
34 0.13379147931402854
35 0.13648682080192528
36 0.146340096329944
37 0.15597604660519077
38 0.15559657259488197
39 0.164199054558779
40 0.1684834937920906
41 0.1834679466191138
42 0.18521334365583864
43 0.19381335632002145
44 0.19456283003486802
45 0.20279162782332893
46 0.20667265473956875
47 0.2094271305484821
48 0.21816953136156134
49 0.22208148994550447
50 0.23018086522661838
51 0.23992974298773329
52 0.25712994760521224
53 0.2654024861711016
54 0.2758494459934979
55 0.29312886769585883
56 0.2894694462426554
57 0.3136392154236464
58 0.30548541101398324
59 0.3148521054400757
60 0.325359003823524
61 0.34818102739207163
62 0.35369227271160947
63 0.3669537762309048
64 0.36784153254102914
65 0.38694138940144723
66 0.39376398455174716
67 0.3922561975136736
68 0.4014465602452711
69 0.4135906637707506
70 0.40779747331353833
71 0.4213853896560345
72 0.41058773995023223
73 0.43855476568295426
74 0.42725047875645955
75 0.4425429449205696
76 0.4436871111595785
77 0.4524656263427395
78 0.4568149776612423
79 0.4697342517712603
80 0.47723017047542526
81 0.47476175091554207
82 0.4828586096592042
83 0.4788401595635663
84 0.5006499795270918
85 0.5129699080916571
86 0.49944940956176276
87 0.5028144697716155
88 0.4995228405562854
89 0.5159346956540488
90 0.5183399038429746
91 0.5217425108177633
92 0.5267860466047696
93 0.5364607135302938
94 0.5250748508937403
95 0.5240722625691795
96 0.5485768413673462
97 0.5429312562595466
98 0.5459548901064732
99 0.5480987414315807
100 1
